id,name,ar,zh,fi,fr,de,it,ko,fa,es,ru,ja,la,tr,el,he,hi,en
NGC 1922,Starfish Cluster,‎‎حشد سمكة النجمة‎‎,海星星团,Meritähtijoukko,Amas de l'Étoile de mer,Seestern-Haufen,Amasso Stella Marina,불가사리 성단,خوشه ستاره دریایی,Cúmulo Estrella de Mar,Скопление Морская звезда,NA,NA,NA,NA,NA,NA,NA
NGC 6544,Starfish Cluster,‎‎حشد سمكة النجمة‎‎,海星星团,Meritähtijoukko,Amas de l'Étoile de mer,Seestern-Haufen,Amasso Stella Marina,불가사리 성단,خوشه ستاره دریایی,Cúmulo Estrella de Mar,Скопление Морская звезда,NA,NA,NA,NA,NA,NA,NA
NGC 1931,The Fly Nebula,السديم الذبابة,苍蝇星云,Kärpässumu,Nébuleuse de la Mouche,Fliegen-Nebel,NA,파리 성운,NA,Nebulosa de la Mosca,Туманность Муха,NA,NA,NA,NA,NA,NA,NA
NGC 1952,Crab Nebula,‎سديم السرطان البحري‎,蟹状星云,Rapusumu,Nébuleuse du Crabe,Krabben-Nebel,Nebulosa granchio,게 성운,سحابی خرچنگ,Nebulosa del Cangrejo,Крабовидная туманность,かに星雲,Cancer Nebula,Yengeç Bulutsusu,Νεφέλωμα του Καρκίνου,ערפילית הסרטן,NA,NA
NGC 1960,Pinwheel Cluster,‎حشد المروحة‎,风车星团,Tuulimyllyjoukko,Amas du Moulinet,Feuerrad-Haufen,Ammasso Girandola,바람개비 성단,خوشه فرفره,Cúmulo del Molinillo,Скопление Вертушка,NA,NA,Fırıldak Yıldız Kümesi,NA,NA,NA,NA
NGC 1973,Mermaid's Purse Nebula,‎حشد حقيبة عروس البحر‎,美人鱼的钱包星云,Merenneidon käsilaukkusumu,NA,Meerjungfraubörse-Nebel,Nebulosa Borsa delle Sirena,인어의 지갑 성운,NA,Nebulosa Monedero de Sirena,Туманность Кошелек русалки,NA,NA,NA,NA,NA,NA,NA
NGC 1975,Running Man Nebula,‎‎سديم الرجل الراكض‎‎,跑步者星云,Juokseva mies,Nébuleuse du coureur,Running Man-Nebel,Nebulosa Running Man,런닝맨 성운,سحابی مرد دونده,Nebulosa Hombre Corriendo,Туманность Бегущий человек,NA,NA,Koşan Adam Bulutsusu,NA,NA,NA,NA
NGC 1977,Running Man Nebula,‎‎سديم الرجل الراكض‎‎,跑步者星云,Juokseva mies,Nébuleuse du coureur,Running Man-Nebel,Nebulosa Running Man,런닝맨 성운,سحابی مرد دونده,Nebulosa Hombre Corriendo,Туманность Бегущий человек,NA,NA,Koşan Adam Bulutsusu,NA,NA,NA,NA
NGC 1976,Orion Nebula,‎سديم الجبار‎,猎户座星云,Orionin sumu,Nébuleuse d'Orion,Orion-Nebel,Nebulosa di Orione,오리온 성운,سحابی منظومۀ جبار,Nebulosa de Orión,Туманность Ориона,オリオン星雲,Nebula Orionis,Avcı Bulutsusu,NA,ערפילית אוריון,NA,NA
NGC 1980,The Lost Jewel of Orion,‎جوهرة الجبار المفقودة‎,猎户座遗失宝石,Orionin kadonnut jalokivi,Le Joyau perdu d'Orion,Verlorenes Juwel des Orion,Il Gioiello Perso di Orione,오리온의 잃어버린 장신구,NA,La joya perdida de Orión,Потерянный драгоценный камень Ориона,NA,NA,NA,NA,NA,NA,NA
NGC 1981,Coal Car Cluster,‎حشد سيارة الفحم‎,煤车星团,Hiilivaunujoukko,Amas du Tender,Kohlewagen-Haufen,Ammasso Macchhina di Carbone,탄광차 성단,NA,Cúmulo Carro de Carbón,Скопление Угольный вагон,NA,NA,NA,NA,NA,NA,NA
NGC 1982,de Mairan's Nebula,‎‎سديم دي ماريان‎‎,迪马伦星云,de Mairan’n sumu,Nébuleuse de de Mairan,de Mairans Nebel,Nebulosa De Mairan,드 모이란 성운,سحابی دی ماریان,Nebulosa de Mairan's,Туманность де Мэйран,NA,Nebula de Mairanii,de Marian'ın Bulutsusu,NA,NA,NA,NA
NGC 1990,ε Ori Nebula,‎‎سديم إبسلون الجبار‎‎,参宿二星云,ε Orionis -sumu,Nébuleuse ε Ori,ε Ori Nebel,Nebulosa ε Ori,오리온자리 엡실론 성운,سحابی اپسیلون شکارچی,Nebulosa ε Ori,Туманность ε Ориона,オリオン座ε星雲,NA,NA,NA,NA,NA,NA
NGC 1999,13th Pearl Nebula,‎سديم اللؤلؤ الثالث عشر‎,第13珍珠星云,13. helmisumu,Nébuleuse de la 13ème perle,Nebel der 13. Perle,Nebulosa 13ma Perla,13번째 진주 성운,NA,Nebulosa 13ª Perla,Туманность 13-я жемчужина,NA,NA,NA,NA,NA,NA,NA
NGC 2022,Kissing Crescents Nebula,‎سديم الأهلة المتحابة‎,吻月星云,Suutelevat sirpit,Nébuleuse des Croissants qui s'embrassent,Sichelnebel,Nebulosa Mezzelune Bacianti,입맞추는 초승달 성운,NA,Nebulosa Creciente,Туманность Целующиеся полумесяцы,NA,Nebula osculantium crescentium,NA,NA,NA,NA,NA
NGC 2024,Flame Nebula,‎‎سديم الشعلة‎‎,火焰星云,Liekkisumu,Nébuleuse de la Flamme,Flammennebel,Nebulosa Fiamma,화염 성운,سحابی مشتعل,Nebulosa de la Flama,Туманность Пламя,NA,Flammae Nebula,NA,NA,ערפילית הלהבה,NA,NA
NGC 2060,30 Dor B,0 أبو سيف بي‎,剑鱼座30,30 Doradus B,NA,NA,NA,황새치자리 30 B,NA,NA,30 Золотой Рыбы B,かじき座30B,NA,NA,NA,NA,NA,NA
NGC 2068,Casper the Friendly Ghost Nebula,‎سديم كاسبر الشبح الودود‎,鬼马小精灵星云,Kiltti kummitus Kasper -sumu,Nébuleuse de Casper le Fantôme,"Casper, der freundliche Geist-Nebel",Nebulosa Casper il Fantasma Amichevole,꼬마유령 캐스퍼 성운,NA,Nebulosa Gasparín,"Туманность Каспер, дружелюбное привидение",NA,NA,NA,NA,NA,NA,NA
NGC 2070,Tarantula Nebula,‎‎سديم العنكبوت‎‎,狼蛛星云,Tarantulasumu,Nébuleuse de la Tarentule,Tarantel-Nebel,Nebulosa Taratola,타란툴라 성운,سحابی رتیل,Nebulosa de la Tarántula,Туманность Тарантул,タランチュラ星雲,NA,Tarantula Bulutsusu,NA,ערפילית הטרנטולה,NA,NA
NGC 2080,Ghost Head Nebula,‎‎سديم رأس الشبح‎‎,鬼头星云,Aaveenpääsumu,Nébuleuse de la Tête de fantôme,Geisterkopf-Nebel,NGC 2080,유령 머리 성운,سحابی سر روح,Nebulosa Cabeza de Fantasma,Туманность Голова привидения,NA,Caput spiritus nebula,NA,NA,NA,NA,NA
NGC 2099,January Salt-and-Pepper Cluster,‎حشد ملح وفلفل يناير‎,一月椒盐星团,Tammikuun suola- ja pippurijoukko,Amas Sel-et-Poivre de janvier,Jänner-Salz-und-Pfeffer-Haufen,Ammasso \t January Salt-and-Pepper,1월의 소금과 후추 성단,خوشه نمک و فلفل ژانویه,Cúmulo Sal y Pimienta de Enero,Скопление Январская проседь,NA,NA,NA,NA,NA,NA,NA
NGC 2146,Dusty Hand Galaxy,‎مجرة اليد المغبرة‎,脏手星系,Pölyinen käsi,Galaxie de la Main poussiéreuse,Staubhand-Galaxie,Galassia Mano Polverosa,더러운 손 은하,NA,Galaxia Mano de Polvo,Галактика Пыльная рука,NA,NA,NA,NA,NA,NA,NA
NGC 2168,Shoe-Buckle Cluster,‎حشدمشبك الحذاء‎,鞋扣星团,Kengänsolkijoukko,NA,Schuhschnallen-Haufen,NA,구두 죔쇠 은하,NA,Cúmulo Hebilla de Zapato,Скопление Обувная пряжка,NA,NA,NA,NA,NA,NA,NA
NGC 2169,The 37 Cluster,‎‎حشد الرقم 37 النجمي‎‎,37星团,37-joukko,Le cluster 37,37er-Haufen,Gruppo 37,37 성단,خوشه 37,Cúmulo El 37,Скопление 37,NA,Congregatio 37,NA,NA,NA,NA,NA
NGC 2170,Mon R2 IRS3,‎وحيد القرن آر 2 آي آر إس 3‎,麒麟座2,Monocretis R2 IRS3,NA,NA,NA,외뿔소자리 R2 IRS3,NA,NA,Единорог R2 IRS3,NA,NA,NA,NA,NA,NA,NA
NGC 2174,Monkey Head Nebula,‎‎سديم رأس القرد‎‎,猴头星云,Apinanpääsumu,Nébuleuse de la Tête de singe,Affenkopf-Nebel,Nebulosa Testa di Scimmia,원숭이 머리 성운,سحابی سر میمون,Nebulosa cabeza del mono,Туманность Обезьянья голова,NA,NA,Maymun Başı Bulutsusu,NA,NA,NA,NA
NGC 2194,Intergalactic Wanderer,المتجول بين المجرات,漫游者星团,Galaksienvälinen vaeltaja,Vagabond intergalactique,Intergalaktischer Wanderer,NA,은하 사이의 방랑자,NA,Vagabundo Intergaláctico,Межгалактический странник,NA,NA,NA,NA,NA,NA,NA
NGC 2419,Intergalactic Wanderer,المتجول بين المجرات,漫游者星团,Galaksienvälinen vaeltaja,Vagabond intergalactique,Intergalaktischer Wanderer,NA,은하 사이의 방랑자,NA,Vagabundo Intergaláctico,Межгалактический странник,NA,NA,NA,NA,NA,NA,NA
NGC 2232,Double Wedge Cluster,‎حشد الوتد المزدوج‎,双锥状星团,Kaksoiskiilajoukko,NA,Doppelkeil-Haufen,NA,이중 쐐기 성단,NA,Cúmulo Doble Cuña,Скопление Двойной клин,NA,NA,NA,NA,NA,NA,NA
NGC 2237,Rosette Nebula,‎سديم روزيت‎,玫瑰星云,Rosettesumu,Nébuleuse de Rosette,Rosetten-Nebel,Nebulosa rosetta,로제타 성운,سحابی گل کاغذی,Nebulosa de Roseta,Туманность Розетка,ばら星雲,Rosetta Nebula,Rozet Bulutsusu,Νεφέλωμα Ροζέτα,NA,NA,NA
NGC 2238,Rosette Nebula,‎سديم روزيت‎,玫瑰星云,Rosettesumu,Nébuleuse de Rosette,Rosetten-Nebel,Nebulosa rosetta,로제타 성운,سحابی گل کاغذی,Nebulosa de Roseta,Туманность Розетка,ばら星雲,Rosetta Nebula,Rozet Bulutsusu,Νεφέλωμα Ροζέτα,NA,NA,NA
NGC 2244,Rosette Nebula,‎سديم روزيت‎,玫瑰星云,Rosettesumu,Nébuleuse de Rosette,Rosetten-Nebel,Nebulosa rosetta,로제타 성운,سحابی گل کاغذی,Nebulosa de Roseta,Туманность Розетка,ばら星雲,Rosetta Nebula,Rozet Bulutsusu,Νεφέλωμα Ροζέτα,NA,NA,NA
NGC 2246,Rosette Nebula,‎سديم روزيت‎,玫瑰星云,Rosettesumu,Nébuleuse de Rosette,Rosetten-Nebel,Nebulosa rosetta,로제타 성운,سحابی گل کاغذی,Nebulosa de Roseta,Туманность Розетка,ばら星雲,Rosetta Nebula,Rozet Bulutsusu,Νεφέλωμα Ροζέτα,NA,NA,NA
Sh2 275,Rosette Nebula,‎سديم روزيت‎,玫瑰星云,Rosettesumu,Nébuleuse de Rosette,Rosetten-Nebel,Nebulosa rosetta,로제타 성운,سحابی گل کاغذی,Nebulosa de Roseta,Туманность Розетка,ばら星雲,Rosetta Nebula,Rozet Bulutsusu,Νεφέλωμα Ροζέτα,NA,NA,NA
DWB 26,Rosette Nebula,‎سديم روزيت‎,玫瑰星云,Rosettesumu,Nébuleuse de Rosette,Rosetten-Nebel,Nebulosa rosetta,로제타 성운,سحابی گل کاغذی,Nebulosa de Roseta,Туманность Розетка,ばら星雲,Rosetta Nebula,Rozet Bulutsusu,Νεφέλωμα Ροζέτα,NA,NA,NA
NGC 2261,Hubble's Variable Nebula,‎سديم هابل المتغير‎,哈勃变光星云,Hubblen muuttuva sumu,Nébuleuse variable de Hubble,Hubbles Veränderlicher Nebel,Nebulosa variabile di Hubble,허블의 변광 성운,NA,Nebulosa variable de Hubble,Переменная туманность Хаббла,ハッブル変光星雲,Nebula Hubblei Variabilis,Hubble'ın Değişken Bulutsusu,NA,NA,NA,NA
NGC 2264,Fox Fur Nebula,‎سديم فرو الثعلب‎,狐皮星云,NA,Nébuleuse de la Fourrure de Renard,Fuchsfell-Nebel,Nebulosa Pelliccia di Volpe,여우털 성운,NA,Nebulosa Pelaje de Zorro,Туманность Лисий мех,NA,NA,NA,NA,NA,NA,NA
NGc 2269,Head Hunter Cluster,‎حشد الباحث عن الموهوبين‎,猎头星团,Pääkallonmetsästäjäjoukko,Amas de la Tête du chasseur,Kopfjäger-Haufen,Ammasso Cacciatore di Teste,머리 사냥꾼 성단,NA,Cúmulo Cazador de Cabeza,Скопление Охотник за головами,NA,NA,NA,NA,NA,NA,NA
NGC 2281,Broken Heart Cluster,‎حشد القلب المكسور‎,碎心星团,Särkynyt sydän,Amas du Coeur brisé,Gebrochenes-Herz-Haufen,Ammasso Cuore Spezzato,부서진 하트 성단,NA,Cúmulo Corazón Roto,Скопление Разбитое сердце,NA,NA,Kırık Kalp Yıldız Kümesi,NA,NA,NA,NA
NGC 2287,Little Beehive Cluster,‎حشد الخلية الصغيرة‎,小蜂巢星团,Pieni mehiläispesäjoukko,Amas du petit Rucher,Kleiner Bienenkorb-Haufen,Ammasso Piccolo Alveare,작은 벌집 성단,NA,Cúmulo de la Pequeña Colmena,Скопление Малый улей,NA,NA,NA,NA,NA,NA,NA
NGC 2301,Hagrid's Dragon Cluster,‎حشد تنين هاجريد‎,海格的龙星团,Hagridin lohikäärme,Amas du Dragon de Hagrid,Hagrids Drachen-Haufen,Ammasso Drago di Hagrid,해그리드의 용 성단,NA,Cúmulo Dragón de Hagrid,Скопление Дракон Хагрида,NA,Congregatio Draconis Hagridi,NA,NA,NA,NA,NA
NGC 2323,Heart-Shaped Cluster,‎‎حشد شكل القلب‎‎,心状星团,Sydänjoukko,Amas en forme de Cœur,Herzförmiger Haufen,Ammasso Heart-Shaped,하트 모양 성단,سحابی قلبی شکل,Cúmulo Forma de Corazón,Сердцеобразное скопление,NA,Congregatio cordiforma,NA,NA,NA,NA,NA
NGC 2343,Doublemint Cluster,‎حشد النعناع المزدوج‎,箭头星团,Doublemint-joukko,NA,Doublemint-Haufen,NA,더블민트 성단,NA,Cúmulo del Doblete,Скопление Двойная мята,NA,NA,NA,NA,NA,NA,NA
NGC 2346,Butterfly Nebula,‎سديم الفراشة‎,蝴蝶星云,Perhossumu,Nébuleuse du papillon,Schmetterling-Nebel,Nebulosa farfalla,나비 성운,سحابی پروانه‌ای,Nebulosa de la Mariposa,Туманность Бабочка,バタフライ星雲,NA,Kelebek Bulutsusu,Νεφέλωμα Πεταλούδα,NA,NA,NA
NGC 2353,Avery's Island,‎جزيرة أفيري‎,艾弗里岛星团,Averyn saari,NA,Averys Insel,NA,에이버리의 섬,NA,Isla de Avery,Остров Эйвери,NA,NA,NA,NA,NA,NA,NA
NGC 2359,Thor's Helmet,‎‎خوذة تور‎‎,雷神的头盔,Thorin kypärä,Casque de Thor,Thors Helm,Elmo di Thor,토르의 헬멧,سحابی کلاه خود ثور,Casco de Thor,Шлем Тора,NA,Galea Thori,NA,NA,NA,NA,NA
NGC 2360,Caroline's Cluster,‎‎حشد كارولين‎‎,卡罗琳星团,Carolinen joukko,Amas de Caroline,Carolines Haufen,Amasso Caroline,캐롤라인의 성단,خوشه کارولین,Cúmulo de Carolina,Скопление Каролины,NA,Congregatio Carolinae,Karolin'in Yıldız Kümesi,NA,NA,NA,NA
NGC 2362,τ CMa Cluster,‎حشد تاو الكلب الأكبر‎,弧矢增六星团,τ CMa -joukko,Amas τ CMa,τ CMa Haufen,Ammasso τ CMa,큰개자리 타우 성단,NA,Cúmulo τ CMa,Скопление τ Малого Пса,おおいぬ座τ星団,NA,NA,NA,NA,NA,NA
NGC 2367,Charlie Brown's Christmas Tree,‎شجرة كريسمس تشارلي براون‎,查理·布朗的圣诞树,Jaska Jokusen joulukuusi,NA,Charlie Browns Weihnachtsbaum,NA,찰리 브라운의 크리스마스 트리,NA,Árbol de Navidad de Charlie Brown,Рождественское дерево Чарли Брауна,チャーリーブラウンのクリスマスツリー,NA,Charlie Brown'un Yılbaşı Ağacı,NA,NA,NA,NA
NGC 2371,Gemini Nebula,‎‎سديم التوأمين‎‎,双子座星云,Kaksosten sumu,Nébuleuse des Gémeaux,Gemini-Nebel,NA,쌍둥이 성운,سحابی دوپیکر,Nebulosa Gemini,Туманность Близнецов,NA,NA,İkizler Bulutsusu,NA,NA,NA,NA
NGC 2392,Eskimo Nebula,‎سديم الاسكيمو‎,爱斯基摩星云,Eskimosumu,Nébuleuse Eskimo,Eskimo-Nebel,Nebulosa Eskimo,에스키모 성운,سحابی اسکیمو,Nebulosa Esquimal,Туманность Эскимос,エスキモー星雲,Nebula Piscivori,Eskimo Bulutsusu,Νεφέλωμα Εσκιμώος,NA,NA,NA
NGC 2409,Firsse 213,‎فيرسي 213‎,菲尔瑟213,NA,NA,NA,NA,FIRSEE 213,NA,NA,Фирссе 213,NA,NA,NA,NA,NA,NA,NA
NGC 2420,Twinkling Comet Cluster,‎حشد المذنب المتلأليء‎,彗闪星团,Tuikkiva komeetta,Amas de la Comète scintillante,Blinkender Komet-Haufen,Ammasso Cometa Scintillande,반짝이는 혜성 성단,NA,Cúmulo del Cometa Brillante,Скопление Мерцающая комета,NA,NA,NA,NA,NA,NA,NA
NGC 2439,Bold Arrow Cluster,حشد السهم السميك,宽箭头星团,NA,NA,Dicker-Pfeil-Haufen,Ammasso Freccia in Grassetto,NA,NA,Cúmulo Flecha Negra,Скопление Жирная стрелка,NA,NA,NA,NA,NA,NA,NA
NGC 2440,Albino Butterfly Nebula,‎سديم فراشة ألبينو‎,白蝴蝶星云,Albiinoperhossumu,Nébuleuse du Papillon albinos,Albino-Schmetterlings-Nebel,Nebulosa Farfalla Albina,백색증 나비 성운,NA,Nebulosa de la Mariposa Albina,Туманность Бабочка-альбинос,NA,NA,NA,NA,NA,NA,NA
NGC 2442,Meathook Galaxy,‎مجرّة معلاق اللحم‎,肉钩星系,Lihakoukkugalaksi,NA,Fleischerhaken-Galaxie,NA,정육 갈고리 은하,NA,Galaxia del Gancho Carnicero,Галактика Мясной крюк,NA,NA,NA,NA,NA,NA,NA
NGC 2447,Butterfly Cluster,‎تجمع الفراشة‎,蝴蝶星团,Perhosjoukko,Amas du Papillon,Schmetterling-Haufen,Ammasso farfalla,나비 성단,خوشۀ پروانه‌ای,Cúmulo Mariposa,Скопление Бабочка,バタフライ星団,NA,Kelebek Kümesi,Σμήνος Πεταλούδα,NA,NA,NA
NGC 6405,Butterfly Cluster,‎تجمع الفراشة‎,蝴蝶星团,Perhosjoukko,Amas du Papillon,Schmetterling-Haufen,Ammasso farfalla,나비 성단,خوشۀ پروانه‌ای,Cúmulo Mariposa,Скопление Бабочка,バタフライ星団,NA,Kelebek Kümesi,Σμήνος Πεταλούδα,צביר הפרפר,NA,NA
NGC 2451,Stinging Scorpion Cluster,‎حشد العقرب اللادغ‎,刺蝎星团,Pistävä skorpioni,Amas du Scorpion qui pique,Stechender Skorpion-Haufen,Ammasso Scorpione Pungente,쐐기 전갈 성단,NA,Cúmulo del Escorpión Ortigante,Скопление Жалящий скорпион,NA,NA,NA,NA,NA,NA,NA
NGC 2467,Skull and Crossbones Nebula,‎‎سديم الجمجمة والعظمتين المتقاطعتين‎‎,骷髅头星云,Pääkallo ja reisiluut,Nébuleuse de la Tête de mort,Totenkopf-Nebel,Skull Nebula,두개골과 대퇴골 성운,سحابی کله اسکلت و استخوان صلیبی,Nebulosa de Calabera y Tibias Cruzadas,Туманность Череп и скрещенные кости,NA,NA,NA,NA,NA,NA,NA
NGC 2477,Electric Guitar Cluster,‎‎حشد الجيتار الكهربائي‎‎,电吉他星团,Sähkökitarajoukko,Amas de la Guitare électrique,E-Gitarren-Haufen,Cluster Electric Guitar,전자 기타 성단,خوشه گیتار الکتریک,Cúmulo Guitarra Eléctrica,Скопление Электрогитара,NA,NA,Elektrik Gitar Yıldız Kümesi,NA,NA,NA,NA
NGC 2516,Diamond Cluster,‎حشد الألماس‎,钻石星团,Timanttijoukko,Amas du Diamant,Diamanten-Haufen,Ammasso Diamante,다이아몬드 성단,NA,Cúmulo del Diamante,Скопление Бриллиант,NA,NA,Elmas Yıldız Kümesi,NA,NA,NA,NA
NGC 2537,Bear's Paw Galaxy,‎‎مجرة مخالب الدب‎‎,熊掌星系,Karhunkäpäläsumu,Galaxie de la Patte d'ours,Bärentatzen-Galaxie,Galassia Zampa d'Orso,곰 발 은하,کهکشان پنجه خرس,Galaxia Garra del Oso,Галактика Медвежья лапа,NA,NA,NA,NA,NA,NA,NA
NGC 2539,The Dish Cluster,‎حشد الطبق‎,盘状星团,Vatijoukko,Amas du Plat,Schüssel-Haufen,Ammasso Il Piatto,그릇 성단,NA,Cúmulo del Plato,Скопление Блюдо,NA,NA,NA,NA,NA,NA,NA
