id,name,desig,en,pinyin
14586,天阴增一,54 Ari,Celestial Yin Force Added I,Tiānyīn zēng I
14632,大陵三,ι Per,Mausoleum III,Dàlíng III
14649,天阴增五,HD19549,Celestial Yin Force Added V,Tiānyīn zēng V
14668,大陵四,κ Per,Mausoleum IV,Dàlíng IV
14817,大陵增廿一,ω Per,Mausoleum Added XXI,Dàlíng zēng XXI
14838,天阴增六,δ Ari,Celestial Yin Force Added VI,Tiānyīn zēng VI
14862,杠二,HD19275,Canopy Support II,Gàng II
14879,天苑增十七,α For,Celestial Meadows Added XVII,Tiānyuàn zēng XVII
14954,天囷增十七,94 Cet,Circular Celestial Granary Added XVII,Tiānqūn zēng XVII
15110,天阴二,ζ Ari,Celestial Yin Force II,Tiānyīn II
15197,天苑五,ζ Eri,Celestial Meadows V,Tiānyuàn V
15244,天苑增十三,14 Eri,Celestial Meadows Added XIII,Tiānyuàn zēng XIII
15338,大陵增廿,30 Per,Mausoleum Added XX,Dàlíng zēng XX
15382,天苑增二,15 Eri,Celestial Meadows Added II,Tiānyuàn zēng II
15383,天囷增十六,95 Cet,Circular Celestial Granary Added XVI,Tiānqūn zēng XVI
15404,天船增一,29 Per,Celestial Boat Added I,Tiānchuán zēng I
15444,天船增二,31 Per,Celestial Boat Added II,Tiānchuán zēng II
15457,天囷增十一,κ Cet,Circular Celestial Granary Added XI,Tiānqūn zēng XI
15474,天苑十一,τ4 Eri,Celestial Meadows XI,Tiānyuàn XI
15510,天园增三,e Eri,Celestial Orchard Added III,Tiānyuán zēng III
15520,上丞,BK Cam,The Great Imperial Minister,Shàngchéng
15547,五帝内座四,HD19978,Interior Seats of the Five Emperors IV,Wǔdìnèizuò IV
15619,天囷二,97 Cet,Circular Celestial Granary II,Tiānqūn II
15648,大陵增十九,l Per,Mausoleum Added XIX,Dàlíng zēng XIX
15696,天阿,62 Ari,Celestial Concave,Tiān'ē
15737,天阴三,63 Ari,Celestial Yin Force III,Tiānyīn III
15861,天阴增二,64 Ari,Celestial Yin Force Added II,Tiānyīn zēng II
15863,天船三,α Per,Celestial Boat III,Tiānchuán III
15900,天廪四,ο Tau,Celestial Foodstuff IV,Tiānlǐn IV
16083,天廪三,ξ Tau,Celestial Foodstuff III,Tiānlǐn III
16181,天阴五*,66 Ari,Celestial Yin Force V*,Tiānyīn V*
16228,传舍七,CS Cam,Guest House VII,Chuánshè VII
16244,天船增三,34 Per,Celestial Boat Added III,Tiānchuán zēng III
16281,传舍八,CE Cam,Guest House VIII,Chuánshè VIII
16292,传舍九,HD21447,Guest House IX,Chuánshè IX
16322,天廪增三,s Tau,Celestial Foodstuff Added III,Tiānlǐn zēng III
16335,天船增四,σ Per,Celestial Boat Added IV,Tiānchuán zēng IV
16341,天苑增十四,v Eri,Celestial Meadows Added XIV,Tiānyuàn zēng XIV
16369,天廪一,f Tau,Celestial Foodstuff I,Tiānlǐn I
16499,天船增五,36 Per,Celestial Boat Added V,Tiānchuán zēng V
16511,天廪增一,t Tau,Celestial Foodstuff Added I,Tiānlǐn zēng I
16537,天苑四,ε Eri,Celestial Meadows IV,Tiānyuàn IV
16611,天苑十二,τ5 Eri,Celestial Meadows XII,Tiānyuàn XII
16664,昴宿增二,7 Tau,Hairy Head Added II,Mǎoxiù zēng II
16677,天苑增十八,HD22243,Celestial Meadows Added XVIII,Tiānyuàn zēng XVIII
16713,卷舌增一,IX Per,Rolled Tongue Added I,Juǎnshé zēng I
16803,天苑增一,20 Eri,Celestial Meadows Added I,Tiānyuàn zēng I
16826,天船四,ψ Per,Celestial Boat IV,Tiānchuán IV
16846,天囷增廿一,V0711 Tau,Circular Celestial Granary Added XXI,Tiānqūn zēng XXI
16852,天囷增十五,10 Tau,Circular Celestial Granary Added XV,Tiānqūn zēng XV
16859,昴宿增三,9 Tau,Hairy Head Added III,Mǎoxiù zēng III
16870,天园增四,y Eri,Celestial Orchard Added IV,Tiānyuán zēng IV
17027,天苑增十五,21 Eri,Celestial Meadows Added XV,Tiānyuàn zēng XV
17103,天囷增十二,12 Tau,Circular Celestial Granary Added XII,Tiānqūn zēng XII
17167,天苑增十六,22 Eri,Celestial Meadows Added XVI,Tiānyuàn zēng XVI
17181,昴宿增一,11 Tau,Hairy Head Added I,Mǎoxiù zēng I
17309,天阴增三,13 Tau,Celestial Yin Force Added III,Tiānyīn zēng III
17313,卷舌六,o Per,Rolled Tongue VI,Juǎnshé VI
17351,天园七,h Eri,Celestial Orchard VII,Tiānyuán VII
17358,天船五,δ Per,Celestial Boat V,Tiānchuán V
17378,天苑三,δ Eri,Celestial Meadows III,Tiānyuàn III
17408,天阴增四,14 Tau,Celestial Yin Force Added IV,Tiānyīn zēng IV
17440,蛇首二,β Ret,Snake's Head II,Shéshǒu II
17448,卷舌增七,ο Per,Rolled Tongue Added VII,Juǎnshé zēng VII
17457,天囷增十四,24 Eri,Circular Celestial Granary Added XIV,Tiānqūn zēng XIV
17489,昴宿增九,16 Tau,Hairy Head Added IX,Mǎoxiù zēng IX
17499,昴宿一,17 Tau,Hairy Head I,Mǎoxiù I
17506,天囷增十三,25 Eri,Circular Celestial Granary Added XIII,Tiānqūn zēng XIII
17527,昴宿增八,18 Tau,Hairy Head Added VIII,Mǎoxiù zēng VIII
17529,卷舌一,ν Per,Rolled Tongue I,Juǎnshé I
17531,昴宿二,q Tau,Hairy Head II,Mǎoxiù II
17563,天廪增二,u Tau,Celestial Foodstuff Added II,Tiānlǐn zēng II
17573,昴宿四,20 Tau,Hairy Head IV,Mǎoxiù IV
17579,昴宿三,21 Tau,Hairy Head III,Mǎoxiù III
17587,上丞增二,HD23089,The Great Imperial Minister Added II,Shàngchéng zēng II
17593,天苑二,π Eri,Celestial Meadows II,Tiānyuàn II
17608,昴宿五,23 Tau,Hairy Head V,Mǎoxiù V
17651,天苑十三,τ6 Eri,Celestial Meadows XIII,Tiānyuàn XIII
17678,附白一,γ Hyi,White Patched Nearby I,Fùbái I
17702,昴宿六,η Tau,Hairy Head VI,Mǎoxiù VI
17704,昴宿增十,V1229 Tau,Hairy Head Added X,Mǎoxiù zēng X
17717,天苑十四,τ7 Eri,Celestial Meadows XIV,Tiānyuàn XIV
17771,毕宿增一,e Tau,Net Added I,Bìxiù zēng I
17776,昴宿增四*,HD23753,Hairy Head Added IV*,Mǎoxiù zēng IV*
17797,天园八,f Eri,Celestial Orchard VIII,Tiānyuán VIII
17832,昴宿增十一,26 Tau,Hairy Head Added XI,Mǎoxiù zēng XI
17847,昴宿七,27 Tau,Hairy Head VII,Mǎoxiù VII
17851,昴宿增十二,28 Tau,Hairy Head Added XII,Mǎoxiù zēng XII
17874,天园九,g Eri,Celestial Orchard IX,Tiānyuán IX
17884,上丞增一,BE Cam,The Great Imperial Minister Added I,Shàngchéng zēng I
17886,天谗,n Per,Celestial Slander,Tiānchán
17900,昴宿增十三,HD23923,Hairy Head Added XIII,Mǎoxiù zēng XIII
17959,杠一,γ Cam,Canopy Support I,Gàng I
18089,毕宿增二,31 Tau,Net Added II,Bìxiù zēng II
18122,九州殊口增三,HD24371,Interpreters of Nine Dialects Added III,Jiǔzhōushūkǒu zēng III
18141,九州殊口增五,30 Eri,Interpreters of Nine Dialects Added V,Jiǔzhōushūkǒu zēng V
18213,天园增五,i Eri,Celestial Orchard Added V,Tiānyuán zēng V
18216,天苑十五,τ8 Eri,Celestial Meadows XV,Tiānyuàn XV
18246,卷舌四,ζ Per,Rolled Tongue IV,Juǎnshé IV
18255,九州殊口增二,w Eri,Interpreters of Nine Dialects Added II,Jiǔzhōushūkǒu zēng II
18453,积水增一[胃宿],A Per,Stored Water Added I,Jīshuǐ zēng I
18471,昴宿增五,32 Tau,Hairy Head Added V,Mǎoxiù zēng V
18488,传舍增二,HD24480,Guest House Added II,Chuánshè zēng II
18505,上丞增三,HD24479,The Great Imperial Minister Added III,Shàngchéng zēng III
18532,卷舌二,ε Per,Rolled Tongue II,Juǎnshé II
18543,天苑一,γ Eri,Celestial Meadows I,Tiānyuàn I
18614,卷舌三,ξ Per,Rolled Tongue III,Juǎnshé III
18673,天苑十六,τ9 Eri,Celestial Meadows XVI,Tiānyuàn XVI
18724,毕宿八,λ Tau,Net VIII,Bìxiù VIII
18788,九州殊口增一,35 Eri,Interpreters of Nine Dialects Added I,Jiǔzhōushūkǒu zēng I
18907,毕宿增三,ν Tau,Net Added III,Bìxiù zēng III
18957,毕宿增四,40 Tau,Net Added IV,Bìxiù zēng IV
19018,传舍增四,HD25291,Guest House Added IV,Chuánshè zēng IV
19038,月,A1 Tau,Lunar Star,Yuè
19076,月增一,A2 Tau,Lunar Star Added I,Yuè zēng I
19167,积水[胃宿],λ Per,Stored Water,Jīshuǐ
19205,砺石一,ψ Tau,Whetstone I,Lìshí I
19302,卷舌增四,49 Per,Rolled Tongue Added IV,Juǎnshé zēng IV
19335,卷舌增五,50 Per,Rolled Tongue Added V,Juǎnshé zēng V
19343,天船六,c Per,Celestial Boat VI,Tiānchuán VI
19388,天街增一,43 Tau,Celestial Street Added I,Tiānjiē zēng I
19461,五帝内座五,HD25007,Interior Seats of the Five Emperors V,Wǔdìnèizuò V
19483,九州殊口增六,37 Eri,Interpreters of Nine Dialects Added VI,Jiǔzhōushūkǒu zēng VI
19513,砺石二,p Tau,Whetstone II,Lìshí II
19554,毕宿增五,45 Tau,Net Added V,Bìxiù zēng V
19587,九州殊口二,ο1 Eri,Interpreters of Nine Dialects II,Jiǔzhōushūkǒu II
19719,毕宿增十四,46 Tau,Net Added XIV,Bìxiù zēng XIV
19740,毕宿增八,47 Tau,Net Added VIII,Bìxiù zēng VIII
19747,天园增六,α Hor,Celestial Orchard Added VI,Tiānyuán zēng VI
19777,九州殊口一,A Eri,Interpreters of Nine Dialects I,Jiǔzhōushūkǒu I
19780,夹白二,α Ret,White Patches Attached II,Jiābái II
19811,卷舌增六,f Per,Rolled Tongue Added VI,Juǎnshé zēng VI
19812,天船七,μ Per,Celestial Boat VII,Tiānchuán VII
19849,九州殊口增十一,ο2 Eri,Interpreters of Nine Dialects Added XI,Jiǔzhōushūkǒu zēng XI
19860,毕宿增七,μ Tau,Net Added VII,Bìxiù zēng VII
19877,毕宿增九,48 Tau,Net Added IX,Bìxiù zēng IX
19893,金鱼一,γ Dor,Goldfish I,Jīnyú I
19949,天船九,HD26764,Celestial Boat IX,Tiānchuán IX
19968,传舍增三,HD26670,Guest House Added III,Chuánshè zēng III
19990,天街二,ω Tau,Celestial Street II,Tiānjiē II
20042,天园十,υ4 Eri,Celestial Orchard X,Tiānyuán X
20070,天船增十,b Per,Celestial Boat Added X,Tiānchuán zēng X
20156,天船八,HD27084,Celestial Boat VIII,Tiānchuán VIII
20205,毕宿四,γ Tau,Net IV,Bìxiù IV
20219,天节三,h Tau,Celestial Tally III,Tiānjié III
20250,砺石四,φ Tau,Whetstone IV,Lìshí IV
20252,卷舌增三,54 Per,Rolled Tongue Added III,Juǎnshé zēng III
20261,毕宿增十,58 Tau,Net Added X,Bìxiù zēng X
20266,少卫增一,HD27022,The Second Imperial Guard Added I,Shàowèi zēng I
20354,天船增六,d Per,Celestial Boat Added VI,Tiānchuán zēng VI
20430,砺石三,χ Tau,Whetstone III,Lìshí III
20455,毕宿三,δ Tau,Net III,Bìxiù III
20484,毕宿增十一,63 Tau,Net Added XI,Bìxiù zēng XI
20507,九州殊口三,ξ Eri,Interpreters of Nine Dialects III,Jiǔzhōushūkǒu III
20522,天节八,r Tau,Celestial Tally VIII,Tiānjié VIII
20535,天园十一,undefined3 Eri,Celestial Orchard XI,Tiānyuán XI
20542,毕宿增十二,64 Tau,Net Added XII,Bìxiù zēng XII
20579,卷舌增二,55 Per,Rolled Tongue Added II,Juǎnshé zēng II
20635,天街增二,κ Tau,Celestial Street Added II,Tiānjiē zēng II
20641,天街一,67 Tau,Celestial Street I,Tiānjiē I
20648,毕宿二,68 Tau,Net II,Bìxiù II
20711,天街增三,υ Tau,Celestial Street Added III,Tiānjiē zēng III
20713,毕宿七,71 Tau,Net VII,Bìxiù VII
20732,天节一,π Tau,Celestial Tally I,Tiānjié I
20789,天街增四,72 Tau,Celestial Street Added IV,Tiānjiē zēng IV
20884,九斿增一,44 Eri,Imperial Military Flag Added I,Jiǔyóu zēng I
20885,毕宿六,θ1 Tau,Net VI,Bìxiù VI
20889,毕宿一,ε Tau,Net I,Bìxiù I
20894,毕宿增十三,θ2 Tau,Net Added XIII,Bìxiù zēng XIII
20901,天节四,b Tau,Celestial Tally IV,Tiānjié IV
21029,毕宿增十五,HD28527,Net Added XV,Bìxiù zēng XV
21053,毕宿增十六,HD28568,Net Added XVI,Bìxiù zēng XVI
21137,毕宿增十七,85 Tau,Net Added XVII,Bìxiù zēng XVII
21139,九斿增二,45 Eri,Imperial Military Flag Added II,Jiǔyóu zēng II
21148,天船增九,1 Cam,Celestial Boat Added IX,Tiānchuán zēng IX
21238,五车增十九,HD28693,Five Chariots Added XIX,Wǔchē zēng XIX
21242,五车增二,m Per,Five Chariots Added II,Wǔchē zēng II
21248,天园十三,υ1 Eri,Celestial Orchard XIII,Tiānyuán XIII
21257,毕宿增十八,HD28879,Net Added XVIII,Bìxiù zēng XVIII
21273,天节二,ρ Tau,Celestial Tally II,Tiānjié II
21278,九州殊口增九,46 Eri,Interpreters of Nine Dialects Added IX,Jiǔzhōushūkǒu zēng IX
21281,金鱼二,α Dor,Goldfish II,Jīnyú II
21296,九州殊口增八,47 Eri,Interpreters of Nine Dialects Added VIII,Jiǔzhōushūkǒu zēng VIII
21393,天园十二,υ2 Eri,Celestial Orchard XII,Tiānyuán XII
21402,天节七,d Tau,Celestial Tally VII,Tiānjié VII
21421,毕宿五,α Tau,Net V,Bìxiù V
21444,九州殊口四,ν Eri,Interpreters of Nine Dialects IV,Jiǔzhōushūkǒu IV
21476,五车增三,e Per,Five Chariots Added III,Wǔchē zēng III
21515,九斿一,49 Eri,Imperial Military Flag I,Jiǔyóu I
21547,九州殊口增十,c Eri,Interpreters of Nine Dialects Added X,Jiǔzhōushūkǒu zēng X
21588,附耳增三,89 Tau,Whisper Added III,Fù'ěr zēng III
21589,天节五,c1 Tau,Celestial Tally V,Tiānjié V
21594,九斿增四,l Eri,Imperial Military Flag Added IV,Jiǔyóu zēng IV
21673,附耳增一,σ1 Tau,Whisper Added I,Fù'ěr zēng I
21683,附耳增四,σ2 Tau,Whisper Added IV,Fù'ěr zēng IV
21685,九斿增六,HD29613,Imperial Military Flag Added VI,Jiǔyóu zēng VI
21727,天船增七,3 Cam,Celestial Boat Added VII,Tiānchuán zēng VII
21730,天船增八,2 Cam,Celestial Boat Added VIII,Tiānchuán zēng VIII
21735,天节六,93 Tau,Celestial Tally VI,Tiānjié VI
21763,九斿八,54 Eri,Imperial Military Flag VIII,Jiǔyóu VIII
21881,诸王六,τ Tau,Feudal Kings VI,Zhūwáng VI
21928,五车增一,59 Per,Five Chariots Added I,Wǔchē zēng I
21961,诸王增一,95 Tau,Feudal Kings Added I,Zhūwáng zēng I
21986,九州殊口六,55 Eri,Interpreters of Nine Dialects VI,Jiǔzhōushūkǒu VI
22024,九州殊口五,56 Eri,Interpreters of Nine Dialects V,Jiǔzhōushūkǒu V
22109,九斿二,μ Eri,Imperial Military Flag II,Jiǔyóu II
22263,九斿七,58 Eri,Imperial Military Flag VII,Jiǔyóu VII
22287,八谷增一,4 Cam,Eight Kinds of Crops Added I,Bāgǔ zēng I
22325,九斿增五,59 Eri,Imperial Military Flag Added V,Jiǔyóu zēng V
22441,参旗增一,96 Tau,Banner of Three Stars Added I,Shēnqí zēng I
22449,参旗六,π3 Ori,Banner of Three Stars VI,Shēnqí VI
22453,五车增七,1 Aur,Five Chariots Added VII,Wǔchē zēng VII
22479,九斿六,60 Eri,Imperial Military Flag VI,Jiǔyóu VI
22509,参旗五,π2 Ori,Banner of Three Stars V,Shēnqí V
22549,参旗七,π4 Ori,Banner of Three Stars VII,Shēnqí VII
22565,天高二,i Tau,Celestial High Terrace II,Tiāngāo II
22667,参旗一,ο1 Ori,Banner of Three Stars I,Shēnqí I
22678,五车增八,2 Aur,Five Chariots Added VIII,Wǔchē zēng VIII
22701,九斿三,ω Eri,Imperial Military Flag III,Jiǔyóu III
22730,参旗增十一,5 Ori,Banner of Three Stars Added XI,Shēnqí zēng XI
22783,少卫,α Cam,The Second Imperial Guard,Shàowèi
22797,参旗增十二,π5 Ori,Banner of Three Stars Added XII,Shēnqí zēng XII
22833,参旗三,g Ori,Banner of Three Stars III,Shēnqí III
22845,参旗四,π1 Ori,Banner of Three Stars IV,Shēnqí IV
22854,八谷增三,5 Cam,Eight Kinds of Crops Added III,Bāgǔ zēng III
22957,参旗二,ο2 Ori,Banner of Three Stars II,Shēnqí II
22958,九斿增三,b Eri,Imperial Military Flag Added III,Jiǔyóu zēng III
22994,八谷增二,HD31189,Eight Kinds of Crops Added II,Bāgǔ zēng II
23015,五车一,ι Aur,Five Chariots I,Wǔchē I
23040,八谷五,7 Cam,Eight Kinds of Crops V,Bāgǔ V
23043,参旗增二,HD31539,Banner of Three Stars Added II,Shēnqí zēng II
23068,诸王五,99 Tau,Feudal Kings V,Zhūwáng V
23088,诸王增二,k Tau,Feudal Kings Added II,Zhūwáng zēng II
23123,参旗九,π6 Ori,Banner of Three Stars IX,Shēnqí IX
23179,五车增六,4 Aur,Five Chariots Added VI,Wǔchē zēng VI
23214,参旗增三,101 Tau,Banner of Three Stars Added III,Shēnqí zēng III
23221,九斿四,63 Eri,Imperial Military Flag IV,Jiǔyóu IV
23231,九斿五,64 Eri,Imperial Military Flag V,Jiǔyóu V
23261,五车增五,5 Aur,Five Chariots Added V,Wǔchē zēng V
23265,六甲五,HD30338,Six Jia V,Liùjiǎ V
23268,五车增四,6 Aur,Five Chariots Added IV,Wǔchē zēng IV
23364,玉井二,ψ Eri,Jade Well II,Yùjǐng II
23416,柱一[毕宿],ε Aur,Pillars I (In Net Mansion),Zhù I
23453,柱二[毕宿],ζ Aur,Pillars II (In Net Mansion),Zhù II
23474,九斿九,1 Lep,Imperial Military Flag IX,Jiǔyóu IX
23497,天高一,ι Tau,Celestial High Terrace I,Tiāngāo I
23522,八谷增十四,β Cam,Eight Kinds of Crops Added XIV,Bāgǔ zēng XIV
23554,九斿增七,HD32667,Imperial Military Flag Added VII,Jiǔyóu zēng VII
23607,参旗增四,11 Ori,Banner of Three Stars Added IV,Shēnqí zēng IV
23685,屏二,ε Lep,Screen II,Píng II
23734,八谷七,11 Cam,Eight Kinds of Crops VII,Bāgǔ VII
23743,八谷增十三,12 Cam,Eight Kinds of Crops Added XIII,Bāgǔ zēng XIII
23767,柱三[毕宿],η Aur,Pillars III (In Net Mansion),Zhù III
23783,八谷增四,9 Aur,Eight Kinds of Crops Added IV,Bāgǔ zēng IV
23794,玉井增一,66 Eri,Jade Well Added I,Yùjǐng zēng I
23802,玉井增三,HIP23802,Jade Well Added III,Yùjǐng zēng III
23835,天高增一,m Tau,Celestial High Terrace Added I,Tiāngāo zēng I
23852,参旗增九,13 Ori,Banner of Three Stars Added IX,Shēnqí zēng IX
23871,天高增二,l Tau,Celestial High Terrace Added II,Tiāngāo zēng II
23875,玉井三,β Eri,Jade Well III,Yùjǐng III
23879,参旗增十,i Ori,Banner of Three Stars Added X,Shēnqí zēng X
23883,天高增三,105 Tau,Celestial High Terrace Added III,Tiāngāo zēng III
23900,诸王四,103 Tau,Feudal Kings IV,Zhūwáng IV
23941,玉井增二,68 Eri,Jade Well Added II,Yùjǐng zēng II
23949,天高三,HD33121,Celestial High Terrace III,Tiāngāo III
23972,玉井一,λ Eri,Jade Well I,Yùjǐng I
23983,参旗增七,h Ori,Banner of Three Stars Added VII,Shēnqí zēng VII
24010,参旗增五,15 Ori,Banner of Three Stars Added V,Shēnqí zēng V
24169,军井增二,RX Lep,Military Well Added II,Jūnjǐng zēng II
24244,军井一,ι Lep,Military Well I,Jūnjǐng I
24254,六甲增一,BN Cam,Six Jia Added I,Liùjiǎ zēng I
24305,屏一,μ Lep,Screen I,Píng I
24327,军井二,κ Lep,Military Well II,Jūnjǐng II
24331,参宿增九,ρ Ori,Three Stars Added IX,Shēnxiù zēng IX
24340,天潢五,μ Aur,Celestial Pier V,Tiānhuáng V
24348,八谷四,14 Cam,Eight Kinds of Crops IV,Bāgǔ IV
24372,夹白一,θ Dor,White Patches Attached I,Jiābái I
24436,参宿七,β Ori,Three Stars VII,Shēnxiù VII
24504,天潢三,14 Aur,Celestial Pier III,Tiānhuáng III
24555,参旗增六,18 Ori,Banner of Three Stars Added VI,Shēnqí zēng VI
24608,五车二,α Aur,Five Chariots II,Wǔchē II
24674,参宿增卅八,τ Ori,Three Stars Added XXXVIII,Shēnxiù zēng XXXVIII
24727,天潢增一,16 Aur,Celestial Pier Added I,Tiānhuáng zēng I
24740,天潢增二,17 Aur,Celestial Pier Added II,Tiānhuáng zēng II
24748,五车增十八,HIP24748,Five Chariots Added XVIII,Wǔchē zēng XVIII
24813,咸池三,λ Aur,Pool of Harmony III,Xiánchí III
24817,参宿增八,21 Ori,Three Stars Added VIII,Shēnxiù zēng VIII
24822,天高四,n Tau,Celestial High Terrace IV,Tiāngāo IV
24836,八谷增十二,15 Cam,Eight Kinds of Crops Added XII,Bāgǔ zēng XII
24845,军井三,λ Lep,Military Well III,Jūnjǐng III
24873,军井四,ν Lep,Military Well IV,Jūnjǐng IV
24879,天潢一,19 Aur,Celestial Pier I,Tiānhuáng I
25028,参宿增卅九,HD35007,Three Stars Added XXXIX,Shēnxiù zēng XXXIX
25044,参宿增五,o Ori,Three Stars Added V,Shēnxiù zēng V
25048,咸池一,ρ Aur,Pool of Harmony I,Xiánchí I
25110,六甲六,HD33564,Six Jia VI,Liùjiǎ VI
25142,参宿增十,m Ori,Three Stars Added X,Shēnxiù zēng X
25197,八谷增十一,16 Cam,Eight Kinds of Crops Added XI,Bāgǔ zēng XI
25202,军井增一,8 Lep,Military Well Added I,Jūnjǐng zēng I
25247,参宿增卅七,e Ori,Three Stars Added XXXVII,Shēnxiù zēng XXXVII
25281,参宿增三,η Ori,Three Stars Added III,Shēnxiù zēng III
25282,参宿增四,p Ori,Three Stars Added IV,Shēnxiù zēng IV
25292,天潢四,σ Aur,Celestial Pier IV,Tiānhuáng IV
25302,参宿增七,25 Ori,Three Stars Added VII,Shēnxiù zēng VII
25336,参宿五,γ Ori,Three Stars V,Shēnxiù V
25410,天关增一,113 Tau,Celestial Pass Added I,Tiānguān zēng I
25428,五车五,β Tau,Five Chariots V,Wǔchē V
25473,参宿增十一,ψ Ori,Three Stars Added XI,Shēnxiù zēng XI
25539,天高增四,o Tau,Celestial High Terrace Added IV,Tiāngāo zēng IV
25541,天潢二,φ Aur,Celestial Pier II,Tiānhuáng II
25606,厕二,β Lep,Toilet II,Cè II
25695,诸王三,118 Tau,Feudal Kings III,Zhūwáng III
25737,参宿增二,31 Ori,Three Stars Added II,Shēnxiù zēng II
25810,咸池二,HD36041,Pool of Harmony II,Xiánchí II
25813,参宿增十三,32 Ori,Three Stars Added XIII,Shēnxiù zēng XIII
25853,厕增一,10 Lep,Toilet Added I,Cè zēng I
25859,丈人二,ε Col,Grandfather II,Zhàngrén II
